"player_key","player_id","url","editorial_team_full_name","editorial_team_abbr","editorial_team_url","is_keeper","uniform_number","display_position","image_url","is_undroppable","position_type","primary_position","eligible_positions","eligible_positions_to_add","has_player_notes","has_recent_player_notes","player_notes_last_timestamp","selected_position","is_editable","owner_email","owner_guid","team_code","date_captured","season","full_name","first_name","last_name","status","starting_status","on_disabled_list"
"431.p.10591","10591","https://sports.yahoo.com/mlb/players/10591","New York Mets","NYM","https://sports.yahoo.com/mlb/teams/ny-mets/","{'status': None, 'cost': None, 'kept': None}","44","OF","https://s.yimg.com/iu/api/res/1.2/YlssqGa.BpOYr6o0ejCA_A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/01162024/10591.png","0","B","OF","['OF', 'Util']","","1","","1711058078","BN","1","","YKO6LWLDLSJG7ICBYUZIVU3YNQ","431.l.34188.t.1","2024-09-23 00:00:00","2024","Harrison Bader","Harrison","Bader","","",""
"431.p.12390","12390","https://sports.yahoo.com/mlb/players/12390","Cincinnati Reds","CIN","https://sports.yahoo.com/mlb/teams/cincinnati/","{'status': None, 'cost': None, 'kept': None}","9","2B,SS","https://s.yimg.com/iu/api/res/1.2/f_bwXfuN3A8rH7q7n5kfCg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/04112023/12390.png","0","B","2B","['2B', 'SS', 'Util']","","1","","1710976052","BN","1","","YKO6LWLDLSJG7ICBYUZIVU3YNQ","431.l.34188.t.1","2024-09-23 00:00:00","2024","Matt McLain","Matt","McLain","DTD","",""
"431.p.10566","10566","https://sports.yahoo.com/mlb/players/10566","Pittsburgh Pirates","PIT","https://sports.yahoo.com/mlb/teams/pittsburgh/","{'status': None, 'cost': None, 'kept': None}","13","3B","https://s.yimg.com/iu/api/res/1.2/K4jCyCcCUDc5wWqIfZgaag--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03272023/10566.png","0","B","3B","['3B', 'Util']","","1","","1710708436","BN","1","","YKO6LWLDLSJG7ICBYUZIVU3YNQ","431.l.34188.t.1","2024-09-23 00:00:00","2024","Ke'Bryan Hayes","Ke'Bryan","Hayes","","",""
"431.p.11826","11826","https://sports.yahoo.com/mlb/players/11826","Seattle Mariners","SEA","https://sports.yahoo.com/mlb/teams/seattle/","{'status': None, 'cost': None, 'kept': None}","68","SP","https://s.yimg.com/iu/api/res/1.2/1ukjAOckI3XMQFzlOQftdg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03222023/11826.png","0","P","SP","['SP', 'P']","","1","","1711238599","SP","1","","YKO6LWLDLSJG7ICBYUZIVU3YNQ","431.l.34188.t.1","2024-09-23 00:00:00","2024","George Kirby","George","Kirby","","",""
"431.p.10862","10862","https://sports.yahoo.com/mlb/players/10862","Cincinnati Reds","CIN","https://sports.yahoo.com/mlb/teams/cincinnati/","{'status': None, 'cost': None, 'kept': None}","21","SP","https://s.yimg.com/iu/api/res/1.2/MbRjQ9g5xGW_kyhg58uYJw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/04112023/10862.png","0","P","SP","['SP', 'P']","","1","1","1711321000","SP","1","","YKO6LWLDLSJG7ICBYUZIVU3YNQ","431.l.34188.t.1","2024-09-23 00:00:00","2024","Hunter Greene","Hunter","Greene","","",""
"431.p.12175","12175","https://sports.yahoo.com/mlb/players/12175","San Francisco Giants","SF","https://sports.yahoo.com/mlb/teams/san-francisco/","{'status': None, 'cost': None, 'kept': None}","45","SP","https://s.yimg.com/iu/api/res/1.2/e60XdxriZeNCWIJkBbbmZA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03232023/12175.png","0","P","SP","['SP', 'P']","","1","","1711239999","SP","1","","YKO6LWLDLSJG7ICBYUZIVU3YNQ","431.l.34188.t.1","2024-09-23 00:00:00","2024","Kyle Harrison","Kyle","Harrison","","",""
"431.p.11526","11526","https://sports.yahoo.com/mlb/players/11526","Seattle Mariners","SEA","https://sports.yahoo.com/mlb/teams/seattle/","{'status': None, 'cost': None, 'kept': None}","75","RP","https://s.yimg.com/iu/api/res/1.2/Ja3DEioM3JdK7AFToSOOYQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03222023/11526.png","0","P","RP","['RP', 'P']","","","","","RP","1","","YKO6LWLDLSJG7ICBYUZIVU3YNQ","431.l.34188.t.1","2024-09-23 00:00:00","2024","Andrés Muñoz","Andrés","Muñoz","","",""
"431.p.10657","10657","https://sports.yahoo.com/mlb/players/10657","Arizona Diamondbacks","AZ","https://sports.yahoo.com/mlb/teams/arizona/","{'status': None, 'cost': None, 'kept': None}","38","RP","https://s.yimg.com/iu/api/res/1.2/vXfhUMaKS0he99HjbsltDQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/11012023/10657.png","0","P","RP","['RP', 'P']","","1","1","1711282855","RP","1","","YKO6LWLDLSJG7ICBYUZIVU3YNQ","431.l.34188.t.1","2024-09-23 00:00:00","2024","Paul Sewald","Paul","Sewald","","",""
"431.p.11597","11597","https://sports.yahoo.com/mlb/players/11597","Tampa Bay Rays","TB","https://sports.yahoo.com/mlb/teams/tampa-bay/","{'status': None, 'cost': None, 'kept': None}","29","RP","https://s.yimg.com/iu/api/res/1.2/LaYjTjRamcZjjGJYhHMcoQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03202023/11597.png","0","P","RP","['RP', 'P']","","","","","P","1","","YKO6LWLDLSJG7ICBYUZIVU3YNQ","431.l.34188.t.1","2024-09-23 00:00:00","2024","Pete Fairbanks","Pete","Fairbanks","","",""
"431.p.11495","11495","https://sports.yahoo.com/mlb/players/11495","Minnesota Twins","MIN","https://sports.yahoo.com/mlb/teams/minnesota/","{'status': None, 'cost': None, 'kept': None}","59","RP","https://s.yimg.com/iu/api/res/1.2/kB1xDf1XpY2urJMDZIwi9w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/04112023/11495.png","0","P","RP","['RP', 'P']","","1","","1710784786","P","1","","YKO6LWLDLSJG7ICBYUZIVU3YNQ","431.l.34188.t.1","2024-09-23 00:00:00","2024","Jhoan Duran","Jhoan","Duran","DTD","",""
"431.p.8616","8616","https://sports.yahoo.com/mlb/players/8616","Pittsburgh Pirates","PIT","https://sports.yahoo.com/mlb/teams/pittsburgh/","{'status': None, 'cost': None, 'kept': None}","45","RP","https://s.yimg.com/iu/api/res/1.2/7E.93i1uLUoEV0RscelT2A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03072024/8616.png","0","P","RP","['RP', 'P']","","1","1","1711315157","P","1","","YKO6LWLDLSJG7ICBYUZIVU3YNQ","431.l.34188.t.1","2024-09-23 00:00:00","2024","Aroldis Chapman","Aroldis","Chapman","","",""
"431.p.63515","63515","https://sports.yahoo.com/mlb/players/63515","San Diego Padres","SD","https://sports.yahoo.com/mlb/teams/san-diego/","{'status': None, 'cost': None, 'kept': None}","1","P","https://s.yimg.com/iu/api/res/1.2/.LhQ18Ck5yRJd9uh2SZpmg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/01222024/63515.png","0","P","P","P","","1","","1710999121","BN","1","","YKO6LWLDLSJG7ICBYUZIVU3YNQ","431.l.34188.t.1","2024-09-23 00:00:00","2024","Yuki Matsui","Yuki","Matsui","","",""
"431.p.61888","61888","https://sports.yahoo.com/mlb/players/61888","St. Louis Cardinals","STL","https://sports.yahoo.com/mlb/teams/st-louis/","{'status': None, 'cost': None, 'kept': None}","91","OF","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png","0","B","OF","['OF', 'Util', 'NA']","","","","","NA","1","","YKO6LWLDLSJG7ICBYUZIVU3YNQ","431.l.34188.t.1","2024-09-23 00:00:00","2024","Victor Scott","Victor","Scott II","NA","",""
"431.p.10929","10929","https://sports.yahoo.com/mlb/players/10929","Atlanta Braves","ATL","https://sports.yahoo.com/mlb/teams/atlanta/","{'status': '1', 'cost': None, 'kept': '1'}","12","C","https://s.yimg.com/iu/api/res/1.2/4cIRyjdiU2n.RU9g5ur1Nw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03082023/10929.png","0","B","C","['C', 'Util']","","1","1","1711317567","C","","","YSZZDHMTBC2AHI22BJBX7RQHFU","431.l.34188.t.2","2024-09-23 00:00:00","2024","Sean Murphy","Sean","Murphy","","",""
"431.p.9846","9846","https://sports.yahoo.com/mlb/players/9846","Arizona Diamondbacks","AZ","https://sports.yahoo.com/mlb/teams/arizona/","{'status': None, 'cost': None, 'kept': None}","53","1B","https://s.yimg.com/iu/api/res/1.2/FPjQxv4N9o7GKgC25D9h4w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03142023/9846.png","0","B","1B","['1B', 'Util']","","1","","1710801907","1B","","","YSZZDHMTBC2AHI22BJBX7RQHFU","431.l.34188.t.2","2024-09-23 00:00:00","2024","Christian Walker","Christian","Walker","","",""
"431.p.10237","10237","https://sports.yahoo.com/mlb/players/10237","Atlanta Braves","ATL","https://sports.yahoo.com/mlb/teams/atlanta/","{'status': '1', 'cost': None, 'kept': '1'}","1","2B","https://s.yimg.com/iu/api/res/1.2/Ot5usGq1Zhn2NXsWB3iYkw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03172023/10237.png","1","B","2B","['2B', 'Util']","","","","","2B","","","YSZZDHMTBC2AHI22BJBX7RQHFU","431.l.34188.t.2","2024-09-23 00:00:00","2024","Ozzie Albies","Ozzie","Albies","","",""
"431.p.9111","9111","https://sports.yahoo.com/mlb/players/9111","San Diego Padres","SD","https://sports.yahoo.com/mlb/teams/san-diego/","{'status': None, 'cost': None, 'kept': None}","13","3B","https://s.yimg.com/iu/api/res/1.2/yQDE7SdeOsGHrrhTHMtZCQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03242023/9111.png","0","B","3B","['3B', 'Util']","","1","","1711038942","3B","","","YSZZDHMTBC2AHI22BJBX7RQHFU","431.l.34188.t.2","2024-09-23 00:00:00","2024","Manny Machado","Manny","Machado","","",""
"431.p.9116","9116","https://sports.yahoo.com/mlb/players/9116","New York Mets","NYM","https://sports.yahoo.com/mlb/teams/ny-mets/","{'status': '1', 'cost': None, 'kept': '1'}","12","SS","https://s.yimg.com/iu/api/res/1.2/O8X3.Aqaui5q6PYbxQumag--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/04052023/9116.png","1","B","SS","['SS', 'Util']","","","","","SS","","","YSZZDHMTBC2AHI22BJBX7RQHFU","431.l.34188.t.2","2024-09-23 00:00:00","2024","Francisco Lindor","Francisco","Lindor","","",""
"431.p.11912","11912","https://sports.yahoo.com/mlb/players/11912","Houston Astros","HOU","https://sports.yahoo.com/mlb/teams/houston/","{'status': None, 'cost': None, 'kept': None}","20","OF","https://s.yimg.com/iu/api/res/1.2/b27goDQO0pExx6tTgXt.lw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/04192023/11912.png","0","B","OF","['OF', 'Util']","","","","","OF","","","YSZZDHMTBC2AHI22BJBX7RQHFU","431.l.34188.t.2","2024-09-23 00:00:00","2024","Chas McCormick","Chas","McCormick","","",""
"431.p.10849","10849","https://sports.yahoo.com/mlb/players/10849","Baltimore Orioles","BAL","https://sports.yahoo.com/mlb/teams/baltimore/","{'status': None, 'cost': None, 'kept': None}","31","OF","https://s.yimg.com/iu/api/res/1.2/_vRD9ZDJpomFFU8ogrzt2A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03232023/10849.png","0","B","OF","['OF', 'Util']","","1","","1710619111","OF","","","YSZZDHMTBC2AHI22BJBX7RQHFU","431.l.34188.t.2","2024-09-23 00:00:00","2024","Cedric Mullins","Cedric","Mullins","","",""
"431.p.10646","10646","https://sports.yahoo.com/mlb/players/10646","Atlanta Braves","ATL","https://sports.yahoo.com/mlb/teams/atlanta/","{'status': '1', 'cost': None, 'kept': '1'}","13","OF","https://s.yimg.com/iu/api/res/1.2/QJMffSRYCK8nq.OqEGpVIg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03172023/10646.png","1","B","OF","['OF', 'Util']","","1","","1710969334","OF","","","YSZZDHMTBC2AHI22BJBX7RQHFU","431.l.34188.t.2","2024-09-23 00:00:00","2024","Ronald Acuña","Ronald","Acuña Jr.","","",""
"431.p.10919","10919","https://sports.yahoo.com/mlb/players/10919","Cleveland Guardians","CLE","https://sports.yahoo.com/mlb/teams/cleveland/","{'status': None, 'cost': None, 'kept': None}","0","2B","https://s.yimg.com/iu/api/res/1.2/eLp0DomAJmeMf0HUwFZICw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/04132023/10919.png","0","B","2B","['2B', 'Util']","","","","","Util","","","YSZZDHMTBC2AHI22BJBX7RQHFU","431.l.34188.t.2","2024-09-23 00:00:00","2024","Andrés Giménez","Andrés","Giménez","","",""
"431.p.10572","10572","https://sports.yahoo.com/mlb/players/10572","Cleveland Guardians","CLE","https://sports.yahoo.com/mlb/teams/cleveland/","{'status': None, 'cost': None, 'kept': None}","22","1B","https://s.yimg.com/iu/api/res/1.2/Mx8G57QwW38UuNyrLZmXjA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/04132023/10572.png","0","B","1B","['1B', 'Util']","","1","","1710630690","Util","","","YSZZDHMTBC2AHI22BJBX7RQHFU","431.l.34188.t.2","2024-09-23 00:00:00","2024","Josh Naylor","Josh","Naylor","","",""
"431.p.12339","12339","https://sports.yahoo.com/mlb/players/12339","Los Angeles Dodgers","LAD","https://sports.yahoo.com/mlb/teams/la-dodgers/","{'status': None, 'cost': None, 'kept': None}","33","OF","https://s.yimg.com/iu/api/res/1.2/qpTt8CRXvhkc4FXukmCYKA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/04142023/12339.png","0","B","OF","['OF', 'Util']","","","","","BN","","","YSZZDHMTBC2AHI22BJBX7RQHFU","431.l.34188.t.2","2024-09-23 00:00:00","2024","James Outman","James","Outman","","",""
